text,label,id_reply
 On my way to fuck yo bitch  me as a year old,1,201010101021010
 how come you never bring me food i dont have a car retard,1,201010101021010
 If Richnow doesnt show up with hella tinder hoes Im not his friend anymore chill I brought like like prople,1,201010101021010
 How bout them Cowboys Shutup pussy,1,201010101021010
 LMAOOOOOOOOOOO this nigga  ltbitch want likes for some depressing shitfoh,1,201010101021010
 girl you know I was spitting that G shit to you amp you was going lbvsbitch plz,1,201010101021010
 Let me make a couple tweets off cuzzo page so I wont get in twitter jaillmao bitch dont trick me again,1,201010101021010
 Harlem shake is just an excuse to go full retard for seconds,1,201010101021010
 amen miley   but she dont need to act like a hoe just bc shes emotionally damaged foh,1,201010101021010
 having one loyal female is wayyyyy better than having hoes  idc ,1,201010101021010
 Pussy licking pussy meow meow   ,1,201010101021010
 Check out our th man  even with all those faggot ny fans in the stands,1,201010101021010
 What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,1,201010101021010
 im the bitch okay nudes pat  wow,1,201010101021010
 youre fucking gay blacklisted hoe Holding out for anyway,0,201010101021010
 The fuck be wrong with these bitches Nobody knows,1,201010101021010
 Yall shut up make me bitch,1,201010101021010
 I hate a Im pregnant type of bitch,1,201010101021010
 Got bitches in the DM but I dont ever readem which is y your top,1,201010101021010
 Baseball season for the win  This is where the love started,2,201010101021010
 Little stupid as bitch I dont fuck with yoooooouuuu,1,201010101021010
 she really asked me that dead ass serious tho all i could say was bitch wheet LOL,1,201010101021010
 Im an early bird and Im a night owl so Im wise and have worms,2,201010101021010
 Overdosing on heavy drugs doesnt sound bad tonight I do that pussy shit every day,2,201010101021010
 Pit Bulls Photographed As Lovely Fairy Tale Creatures  They are fairy tale creatures,2,201010101021010
 Aw fag dont tweet aw to me lol,1,201010101021010
 As long as the Lakers trash from now on I could careless And thats real CC hahaha,2,201010101021010
 I didnt say anything tho kiss me then faggot,1,201010101021010
 this the I play soccer cheat on girls and wear khaki coloured cargos haircut   yup,2,201010101021010
 I could go for a fat ass bitch on my lap same,1,201010101021010
 missed calls Das yo PO bitch twitter finna be screamn,1,201010101021010
 Ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao ,1,201010101021010
   Amo los pies  fuck yeah,1,201010101021010
 These hoes be thinking Meat wont slap they ass  ainna bruh,1,201010101021010
 Yall bitches wit no edges be doing the most talking ,1,201010101021010
 Yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit,1,201010101021010
 I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck,1,201010101021010
 If she kiss u with her eyes open watch that bitchlmfao,1,201010101021010
 You a woulda coulda shoulda ass hoe ,1,201010101021010
 Happy Bday Bitch Ass Nigga preciate that bitch roll up,1,201010101021010
 used to send that bitch up,1,201010101021010
 Ugly bitches be like Im my own WCW duh bitch you aint nobody elses,1,201010101021010
 nigga you know we hacky sack hoes nah I throw no look passes lmao,1,201010101021010
 Glad Im getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em,1,201010101021010
 This isnt ghettoits smart  Im doing this idc,2,201010101021010
 I would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place,1,201010101021010
 Being single isnt an excuse to be a hoe,1,201010101021010
 White boy power bitch black power bitch,1,201010101021010
 Lets get drunk get blowed spit shit spark blunts amp fuck hoes Bro white dudes have no chill,1,201010101021010
 bitch where u been Around the world and back Where you been,1,201010101021010
 if I dont get my dick sucked at yo party by a bad bitch Im fr gone set it off  by ,1,201010101021010
 is soooo cute But he probably has hoes on him a lot,1,201010101021010
 In every cartoon theirs alway a saving these hoes lmao  lmao damn captain SaveAHoe,1,201010101021010
 Who wants to get there nose in these bad bois then  hot sox and legs,2,201010101021010
 I wish I was a bitch like my brother keezy  ooooow I bet you do,1,201010101021010
 If you dressed up as a cat for Halloween you are basic or a pussy,1,201010101021010
 Can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it Katielt3,1,201010101021010
 stop being scared to choke her during sex u bitch ass niggas Shell like it Says the guy who hits women out of bed FOH,1,201010101021010
 ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig,1,201010101021010
 Oh man its am you off a molly ho where the fuck ya seed at,1,201010101021010
 Youre not a man if you refer to every girl as a bitch,1,201010101021010
 Lmfao this cat started beating the shit out of me my nigga finally got some pussy MY NIGGA,1,201010101021010
 Peel up peel up bring it back up rewind back where Im from they move Shaq from the line ooooow who tf said that trash,2,201010101021010
 io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,1,201010101021010
 naw its my old tape new cover  my upcoming mixtape is  Yeah Im waiting on that hoe Mayne,1,201010101021010
 Ol dirty foot ass bitches this was too funny to me,1,201010101021010
 thats where I get my yellow flags for being amazing  HELL YEAH NIGGY,1,201010101021010
 Dont got time for bitches to be actin iffy,1,201010101021010
 come on stay alive knights nation This is still the early bird special,2,201010101021010
 These hoes aint loyal  no they aint  Smfh amp wonder why nobody decent wants them,1,201010101021010
 Bruh you studs keep thinking Im soft as hell Ask ya girl how many times she screamed she was my bitch Oh okay STFU BYE HOE,1,201010101021010
 dry pussy bitches always blame it on the condom,1,201010101021010
 shut yo bitch ass up  ,1,201010101021010
 Gucci Mane in jail and dropping mixtapes every month and you hoes cant even text back,1,201010101021010
 You love these hoes more then money wats wrong these niggas,1,201010101021010
 A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo sounding like me over there lol,1,201010101021010
 Easy cum easy hoe Thats a fact ,1,201010101021010
 Charlie Sheen is too real  major fucking respect for Charlie Sheen,1,201010101021010
 Wish I had a bae  You got all the hoes tho,1,201010101021010
 Fuck twerking bitch can you cook ,1,201010101021010
 bitch wtf,1,201010101021010
   Shut up zoe fight me pussy for zoe Im good man You are good maam Move along now,1,201010101021010
 Lmao fucking snake bitches em,1,201010101021010
 Big booty hoes everywhere sheesh  damn ,1,201010101021010
 Stay tuned to for an update on the report that B will be out 10 weeks,2,201010101021010
  I play soccer cheat on girls and wear khaki coloured cargos haircut  yes lmfao,2,201010101021010
 Oregon chokes every year get off the field trash ass program RFT,1,201010101021010
 Def not cowboy lol   Terrell Owens was the best Eagle amp Cowboy ever dude cried like a bitch on tv over Romo,1,201010101021010
 LMFAOOOO I HATE BLACK PEOPLE  This is why theres black people and niggers,0,201010101021010
 How could u do this to me bitch potent,1,201010101021010
  a pissed lad past out I would lick his dirty soles while he slept,2,201010101021010
  love frat boy w soft long soles,2,201010101021010
  sexy lad with hot soles and arches,2,201010101021010
 nah fam I gotta cheat with the hoes depends on the female i feel,1,201010101021010
  I got hicks lol,2,201010101021010
 This new twitter is confusing the shit out of me Go back to south america bitch,1,201010101021010
 Toto means ass or vaginaI think pussy cause toto santi is like nasty pussy,1,201010101021010
 but what if he actually does choose the ugly bitch over you Her ass must be fat,1,201010101021010
 bitch couldnt kill my vibe if ya tried  dis why i love miley ,1,201010101021010
 Im tired of bitches saying I look mean  nigga you big af wear tight shirts and grim everybody,1,201010101021010
 birds your grandkids may never see thanks to climate change ,2,201010101021010
 Stay beautiful you bitch,1,201010101021010
 r purple Ceeeleeeman this gurl was jus playin on the stupid hoe  track But in still shitted on sum gurls,1,201010101021010
 Money getting taller and bitches getting blurry,1,201010101021010
 I aint never seen a bitch so obsessed with they nigga Im obsessed with mine ,1,201010101021010
 Kobe stay talking trash But lets not forget  I meant to do this one Smh,1,201010101021010
 At least Im not a nigger  Lmfao,0,201010101021010
 People always asking me what Im mixed with She a bad asian bitch lol,1,201010101021010
 Ariza is a snake and a coward but at least he isnt a cripple like your hero Roach lmaoo,0,201010101021010
  Fosters home for imaginary trash WHOA CHILL that show was everything tf,2,201010101021010
 I am lowkey tired if you tired be quiet and go to sleep hoe,1,201010101021010
  Stop bringing weird niggers into my mentions  ,1,201010101021010
 We dont love these hoes ,1,201010101021010
 If yo girl cant have homeboys you a ol weak bitch ass nigga,1,201010101021010
 I think worst advice I gave you was  dont be a pussy and speed up lol,1,201010101021010
 Quote this tweet with your favorite animalpussy,1,201010101021010
 I hate when strippers tell you theyre dancers Hoe ballet dancers dont pop their pussy to Beethoven You a STRIPPER,1,201010101021010
 Andrewbryant Poff has double vision after beers Poff  Double pussy  smh,1,201010101021010
 When bitches TWERK on the computer ME In ya  in ya damn ,1,201010101021010
   Prince THIS is art  nobody takin his bitch,1,201010101021010
  of welfaregovernment aid is claimed by white people So yall black slander is trash now,2,201010101021010
 These bitches dont care they just play that role,1,201010101021010
 It took a while for you to find me but I was hiding In the lime tree dis bitch in da wrong tree bro,1,201010101021010
 Drakes new shoes that will be released by NikeJordan Yes theres glitter on the shoes  dudes a fag,0,201010101021010
 inna di ghetto You alone lmaoo,2,201010101021010
  hoes Austin teach us AustinI teach u how to get curved Thats all I know,2,201010101021010
 bitches cant cook but know how to suck dick  so to the ones that can do both,1,201010101021010
 Fat hoes get chose lol,1,201010101021010
  well theyre hoesno one eects them to be loyal,1,201010101021010
 ol bitch ass,1,201010101021010
 Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo,1,201010101021010
 Just because tony romo at the mavs game dont mean he still not a bitch lmao Fuk them cowgirls lol bitch fuck you,1,201010101021010
  Holy shit Freddie Highmore was in Charlie and the Chocolate Factory Me rolls on the floor laughing,1,201010101021010
 I dont want to have sex with my gf because I feel like Im using her  anonymous Whata faggot,1,201010101021010
 One of your followers with this   somebody bitch if you dont,1,201010101021010
 If ya bitch always bitching clearly she care Or just an annoying Bitch,1,201010101021010
 These catfish hoes thinkin they slick But niggas catching on ,1,201010101021010
 Cant worry about a bitch that aint worried bout me,1,201010101021010
 Side hoes are for insecure niggas that cant handle a real one,1,201010101021010
   Lmao This bitch come scooting in the tent like she about to fuck some shit up ,1,201010101021010
 My cousin said he share hoes with his brothers He said sharing is caring and he love his brothers ,1,201010101021010
 im hungry but ionn wanna spend my money on foodBroke hoe problems ,1,201010101021010
 Dese hoes be LYIN to all of us nigga,1,201010101021010
  oh yeah fuck that bitch,1,201010101021010
 Eli Manning just threw his NFLleading th interception of the season Lmao trash,2,201010101021010
 USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team   hes a bitch,2,201010101021010
 Guess what I also have zero time for your mansplaining Adios Stfu pussy,1,201010101021010
 Chilling   sexy scally lad,2,201010101021010
 I aint sharing no bitch if you mines you mines ,1,201010101021010
 money only impress the simple broke bitches,1,201010101021010
 will never be anybodys bitch they dont let people control or change them Rigghhht,1,201010101021010
 tuku ho idk blah blah blah ,2,201010101021010
 Im not mad cuh hahaha suure tuku ho ita ,2,201010101021010
 These hoes is crazy,1,201010101021010
 You aint ever gonna be a slice bitch Kevin hart ,1,201010101021010
 Oomf so fuckin fine tho  dam her dont be no bitch,1,201010101021010
 I wonder if the girl that gave head to boys for a drink in magaluf has twitter she probly sends nudes for fags,1,201010101021010
 Yeah bitch yeah bitch call me  a Maybe b SteveO c Later d Jesse Pinkman,1,201010101021010
 Hickies in between her thighs right by her pussy gtgtgt Its only right,1,201010101021010
 Would you still love me when Im no longer young and beautiful No Ugly monkey ass,1,201010101021010
 yall come through the frontbitch I aint coming,1,201010101021010
 faggot bitch,1,201010101021010
 yea Im on my iPad I dont work this Friday Lets ball this faggot up i work 5,1,201010101021010
  this scally lad would get it,2,201010101021010
  Halloween was yesterday stupid nigger,0,201010101021010
 Chrus still supahot tho walks up to teacher with test drops test in that bitch fohead,1,201010101021010
  I love eating pussy lol I never get full lol I can eat that shit forever lol and ever,1,201010101021010
    No slushes hoes nasty anyway famthem hoes taste like meds,1,201010101021010
  No slushes hoes nasty anyway fam,1,201010101021010
 BOBBY BITCHby be getting me live as fuck hell yea i play that hoe before my workout,1,201010101021010
 Yo bitch is Gucci Mane   My bitch a stoner  ,1,201010101021010
 I can ride your bitch with no handle bars,1,201010101021010
 And if you aint a hoe get up out my traphoussseeeee,1,201010101021010
 sad TV character deaths were still bitter over stark was the man,2,201010101021010
 These harbor bitches are all Party Bus hoes Lol all,1,201010101021010
 pussy love it,1,201010101021010
 Ultraviolence video its coming you little bitch Lana Del Rey  bitchy promo,1,201010101021010
 On my way to fuck your bitch  LMFAO KITTYCOPTER,1,201010101021010
 A smuggler elains how he helped fighters along the Jihadi Highway ,2,201010101021010
  Aww their avis look so cute together    do I gotta get Ike avi on this bitch ,1,201010101021010
  Its simple dont be a hoent worry about being eed  fight mewhy ,1,201010101021010
 whys this bitch boosting herself  Her size isnt exactly the most healthy tho,1,201010101021010
 bet not be no bitches   Kim bye,1,201010101021010
 Damn near gotta protect my tweets stalkers being annoying you got that dope dick Drive these bitches loco,1,201010101021010
 Im making marack my girlfriend  aye b you pullin hoes just like o taught you,1,201010101021010
 Bruno fag boy you love me,1,201010101021010
  I must be a bitch you are  sike naw This why we always beefing ,1,201010101021010
 Down 1 look to rally in the bottom of the th,2,201010101021010
  Dont take advantage of a nice person hoes everyjuan,1,201010101021010
 Happy birthday bitch nigga  Thanks pal,1,201010101021010
 Sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday,1,201010101021010
 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,1,201010101021010
 ewww I said THAT last Sundayas in the last Sunday I was there Read it again nigs,1,201010101021010
 I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake,1,201010101021010
 My pussy still fresh lt something stank girls say,1,201010101021010
 Ass slapping is one the greatest things Haha  I slapped a girl on the ass  She got mad I aint get pussy for a week,1,201010101021010
 yeah Texans are so much better you fucking retard I see that youre mad about this,1,201010101021010
 Nd wtf is up with dark bitches with blonde PLEASE HAVE SEVERAL SEATS HOE looking like blackampmilds out here,1,201010101021010
 Theres a lane some bitches need to stay in  the left n get right the fuck outta our face ,1,201010101021010
 I hate when boys deny that they have bitches  smh,1,201010101021010
 Ya nigs out there still saying yall dont eat butt WITH A STRAIGHT FACE,1,201010101021010
 Im a boss ass bitch that needs to sit in a corner,1,201010101021010
 Hes a hoe  I cant,1,201010101021010
 Me And Paul Thinkin Bout Gettin Rentals For Da Weekend oooh shit bitches betta stay out da streets,1,201010101021010
 bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story ,1,201010101021010
 why do my friends hate me because you a ratchet hoe,1,201010101021010
 No love for these fuck niggas hoes,1,201010101021010
 Hot meat  sexy as fuck scally lad I would love to meet him and his trainers,1,201010101021010
 Sniff  perved up scally lad fuck yeah,1,201010101021010
 These bitches love Sosa,1,201010101021010
  I legit watched it for about or seconds  DID I WTF prob cause were retarded smh,1,201010101021010
 What should I name my cat ideas Mr pussy,1,201010101021010
  woof woof Sexy thug boy scally,1,201010101021010
 u see the damn phone ringing  when you married bitches makes demands You havent called me,1,201010101021010
 Tevin is my favorite sophomore I think hes so funny Hes really not Lmaoo hes a little hoe,1,201010101021010
 sex positions this what u call fucking the soul outta bitch ,1,201010101021010
 is bored supposed to be cute you faggot Sometimes,0,201010101021010
 One mans trash  is another mans treasure ,2,201010101021010
 I dont got no type Bad bitches is the only thing I like Iongotnotype,1,201010101021010
 lassen cc  the coach wants me i feel it youll get more my nig no doubt,0,201010101021010
 god teeth  gold chain white bitches  cocaine,1,201010101021010
 Its me hoe its me hoe shhhhh,1,201010101021010
 In DC we call them rollers in Chiraq we call them thots All across America they have been known as a hoe,1,201010101021010
 Im gonna miss that bitch of a bus driverno you wont Dont lie,1,201010101021010
 hate when bitches try and put you in the friendzone bitch Im tryin to score put me in the endzone  ON MY SOUL,1,201010101021010
 Ashley Young has tried to deny that bird s landed in his mouth gt  hahaha,2,201010101021010
 yall both gimped up Aint tht a bitch huh lol,1,201010101021010
  Take me for a ride   woof woof,2,201010101021010
 oh my god I love Victoria Mitchell all my bitches love me,1,201010101021010
 That long distance shit wack I knew the bitch was cheating uh oh,1,201010101021010
 HES DOING IT RIGHT   no bitches smh,1,201010101021010
 they BAN dat pussy for life amp he gotta pay millon dollar fine,1,201010101021010
 Roses are red and violets are blue and niggers are black you know thats true,1,201010101021010
 Sitting on my window sill window open bird tries to fly in Smacked it ,2,201010101021010
 But a nigga gon be a nigga be a nigga You sound fuckin retarded,1,201010101021010
 a video an entire media will likely mock  i am such a crybaby,2,201010101021010
 Im not even shy stfu kikis mom Hi angelique Angelique Smiles Dips cracker in soup,1,201010101021010
 Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh ,1,201010101021010
 Karma is a bitch  sips tea,1,201010101021010
 Fuckin hot gym pussy  fuck yeah,1,201010101021010
 Jihadi patron Hajjaj alAjmi is arrested at Kuwait airport ,2,201010101021010
 You can call me Fireman cause I turn the hoes on,1,201010101021010
 I could never have a bby by a lil dick Thts y I got a abortion by the last bitch oh My God,1,201010101021010
 Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that,1,201010101021010
 And smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded,1,201010101021010
 tweety bird tho ,2,201010101021010
 my pussy sweet like watermelon  Thotermelon,1,201010101021010
 When twitter rappers dm me their trash links ,2,201010101021010
 loud bitches annoy me,1,201010101021010
 Eventually every bitch turns into that hoe Truuu,1,201010101021010
   I swear if oomf try talking to me tomorrow   pussy,1,201010101021010
 You bitches be pretending to be TF crazy You aint never lied,1,201010101021010
 k bye hoe um bye ,1,201010101021010
 Jackies a retard  At least I can make a grilled cheese,0,201010101021010
 ima keep on giving these pussy ass niggas ah reason to hate ,1,201010101021010
 Photo  he is in sole heaven,2,201010101021010
 Stacey Dash won   baddest bitch evaaaa,0,201010101021010
 Side bitch Sunday  ,1,201010101021010
 Facts what baldheaded bitch made this shit   Lmao ,1,201010101021010
 Fuck wit us and then we tweakin hoe shmurda,1,201010101021010
 We actin like its the th day  k,2,201010101021010
 Ill break that lil bitch neck and wont even feel sorry about it Savage,1,201010101021010
 This is so fucking hot  love me some kinky scallies,1,201010101021010
 Yall dumb ass niggas be so pressed to have hoes Yall weak as fuck as fuck weed over hoes oreos too,1,201010101021010
 I can turn yo bitch into a eaterrrrrrrrr,1,201010101021010
 I dont trust dese hoes Nikki told st where I stay at all my fans screen shot ASAP we finna come to Chiraq and shoot sumn,1,201010101021010
  Aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard,1,201010101021010
 Now u got what u want bitch  Enjoy it  now this is a crazy party I would love to attend,1,201010101021010
 colored contacts in your eyes blinders on mine cause i cant see you at all Lmao,2,201010101021010
 Facts  Only the dudes with hoes say they dont got hoes,1,201010101021010
 Im rea start smacking bitches period  Bluffin at its best,1,201010101021010
 Lifes a bitch and then you die Thats why we get high cause you neva know when youre gonna go my sister is perfect ,1,201010101021010
 One of us is on drugs and its me but youre still wrong   hahahahahahah im a bitch sometimes ,1,201010101021010
 Im feeling pretty fuckin ghetto Smh,1,201010101021010
    swears Im man easily easily behind Austin nip,2,201010101021010
 This is a true ride or die bitch   what the fuck hahahahah,1,201010101021010
 HGWells and Charlie Chaplin ,2,201010101021010
 All I see is Brunos bitch ass on my twitter now wtf Brunos all that she sees Drake voice,1,201010101021010
 Im about to cool faggot chill tf is cool nigga,1,201010101021010
 Im so sure bitch frfr tf,1,201010101021010
 Twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn Fox etc are all keeping quiet,1,201010101021010
 Got a couple bitches saying they know me But Ima let the money talk for me  AND IM LIKE,1,201010101021010
 Grudges are for weirdosand bitches,1,201010101021010
 I told Mariam to but cigarettes for her birthday You also called me trash rn,2,201010101021010
 brownies tonight what kind,2,201010101021010
 No text back I dont give a fuck Ill text another bitch damn someone is hurt lol,1,201010101021010
 Ummmmmm okay  you got hoes from left to right  do yah thang,1,201010101021010
 using ymxb to find the slope of that ass,1,201010101021010
 Fit lads Nice gear  these scally lads n trainers would get it,2,201010101021010
 Hell yeah bro  fuck yeah sexy scally lad in hot gear,1,201010101021010
 Helping out a mate  I love scally play Fuck yeah,1,201010101021010
 Lads being Lads  fuck yeah I love scally lad action Hot trainers too,1,201010101021010
 Next year bitches is gonna be like you gotta promise you wont ee me ,1,201010101021010
  So hot   Lick it bitch  fuck yeah Eat that trainer u dirty fucker,1,201010101021010
  Yall think celebrity pussy different from the locals  yeah Meghan goods is,1,201010101021010
 I saw an ajumma walk out in the beginning saying Wow this is so trash that I cant even listen to it  lmaoo,2,201010101021010
 Need these sox  fuck yeah I love a kinky scally lad w rank sox and sneaks,1,201010101021010
 I dont ever ee females like that Thats childish bitch nigga shiiii,1,201010101021010
  yasss trys new things with bestfriend bitch who do you love,1,201010101021010
 Dude remember this wop video  OMG WHERE DID YOU FIND THAT,2,201010101021010
 Thick raw fuck  Damn his man pussy is getting a workout,1,201010101021010
 RAWR   My sexy French scally I love him  sexy scally woof woof,2,201010101021010
 Nothin in life is free Some of you bitches need to write that on ya panties,1,201010101021010
 if one of you bitches want some of my burrito u can catch me at potosino huh Haha,1,201010101021010
 Niggas whole hoes out here cuz Couldnt had said it better,1,201010101021010
 Hardcore way to eat Mac and cheese  Boil water  Snort cheese powder  Drink boiling water  Fuck bitches,1,201010101021010
 if my fade is perpetually fresher than yours Thats a real ass bitch rite there,1,201010101021010
 annoying bitch that I love  JUDYANNS SO PRETTY,1,201010101021010
  Lmao bitch got on some huggies,1,201010101021010
 Hi bitch No bitch Bye bitch,1,201010101021010
 does he look like a bitch,1,201010101021010
 Chase money  not  hoes  ,1,201010101021010
 cant stand a I dont know what I want ass nigga  bitch,1,201010101021010
   Im on my way  love a hot sexy scally fucker,1,201010101021010
 These newly gay bitches dont kno how shit works,1,201010101021010
 When a bitch dont want a real job they just become strippers lol lol,1,201010101021010
 Awww Meat Meat In His Feelinsi ainn n my feelings bitch,1,201010101021010
 I Want Snake Bites  MY Industrial Piercin amp A TattooDem hoe accessories dea ,1,201010101021010
 Baby albino  ,2,201010101021010
 these hoes aint loyal,1,201010101021010
 YASSSSSS ORDERED CHINESE  bitch you just ate tacos you fat fuck,1,201010101021010
